cla_id,bf_StudentID,bf_Name,bf_sex,bf_nation,bf_BornDate,cla_Name,bf_NativePlace,Bf_ResidenceType,bf_policy,cla_term,bf_zhusu,bf_leaveSchool,bf_qinshihao
901,14474,周某某,女,汉族,2001,白-高二(01),浙江宁波,城镇,共青团员,2018-2019-1,,,
901,14475,朱某某,女,汉族,2001,白-高二(01),浙江桐乡,城镇,共青团员,2018-2019-1,,,
902,14573,童某某,男,汉族,2001,白-高二(02),宁波,城镇,共青团员,2018-2019-1,1,,304
902,14590,张某某,男,汉族,2002,白-高二(02),江苏省泰州市,城镇,一般,2018-2019-1,1,,306
902,14827,舒某某,男,汉族,2002,白-高二(02),宁波,城镇,共青团员,2018-2019-1,1,,314
902,14557,陈某某,男,汉族,2002,白-高二(02),浙江省东阳市,城镇,共青团员,2018-2019-1,,,
902,14582,忻某某,男,汉族,2001,白-高二(02),浙江宁波,城镇,共青团员,2018-2019-1,,,
902,14597,曹某某,男,汉族,2002,白-高二(02),浙江省鄞州区,城镇,共青团员,2018-2019-1,,,
902,14604,董某某,男,汉族,2002,白-高二(02),浙江省泰顺县,城镇,一般,2018-2019-1,,,
902,14610,胡某某,男,汉族,2002,白-高二(02),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
902,14624,徐某某,男,汉族,2002,白-高二(02),浙江省宁海县,城镇,共青团员,2018-2019-1,,,
902,14676,张某某,男,汉族,,白-高二(02),,城镇,一般,2018-2019-1,,,
902,14643,程某某,男,汉族,2002,白-高二(02),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
902,14645,杜某某,男,汉族,2002,白-高二(02),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
902,14646,范某某,男,汉族,,白-高二(02),,城镇,共青团员,2018-2019-1,,,
902,14648,高某某,男,汉族,2002,白-高二(02),湖北省巴东县,城镇,共青团员,2018-2019-1,,,
902,14653,蒋某某,男,汉族,2001,白-高二(02),浙江省诸暨市,城镇,共青团员,2018-2019-1,,,
902,14679,周某某,男,汉族,2002,白-高二(02),浙江省慈溪市,城镇,共青团员,2018-2019-1,,,
902,14739,李某某,男,汉族,2002,白-高二(02),宁波,城镇,共青团员,2018-2019-1,,,
902,14741,李某某,男,汉族,2001,白-高二(02),,城镇,共青团员,2018-2019-1,,,
902,14749,翁某某,男,汉族,2002,白-高二(02),浙江宁波,城镇,共青团员,2018-2019-1,,,
902,14758,朱某某,男,汉族,2001,白-高二(02),,城镇,共青团员,2018-2019-1,,,
902,14769,季某某,男,汉族,2000,白-高二(02),江苏无锡,城镇,共青团员,2018-2019-1,,,
902,14776,沈某某,男,汉族,2002,白-高二(02),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
902,14815,江某某,男,汉族,,白-高二(02),,城镇,共青团员,2018-2019-1,,,
902,14829,孙某某,男,汉族,2001,白-高二(02),宁波,城镇,共青团员,2018-2019-1,,,
902,14865,王某某,男,汉族,2002,白-高二(02),浙江宁波,城镇,共青团员,2018-2019-1,,,
902,14482,冯某某,男,汉族,2002,白-高二(02),浙江宁波,城镇,共青团员,2018-2019-1,,,
902,14487,金某某,男,汉族,2002,白-高二(02),浙江宁波市江,城镇,共青团员,2018-2019-1,,,
902,14512,朱某某,男,汉族,2001,白-高二(02),宁波,城镇,共青团员,2018-2019-1,,,
902,14544,杨某某,男,汉族,2002,白-高二(02),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
902,14545,尤某某,男,汉族,2002,白-高二(02),宁波,城镇,共青团员,2018-2019-1,,,
902,14695,卢某某,女,汉族,,白-高二(02),,城镇,共青团员,2018-2019-1,1,,605
902,14558,戴某某,女,汉族,2002,白-高二(02),浙江宁波,城镇,共青团员,2018-2019-1,,,
902,14560,黄某某,女,汉族,2002,白-高二(02),浙江诸暨,城镇,共青团员,2018-2019-1,,,
902,14593,赵某某,女,汉族,2007,白-高二(02),河南陕县,城镇,共青团员,2018-2019-1,,,
902,14628,杨某某,女,汉族,2001,白-高二(02),新昌,城镇,共青团员,2018-2019-1,,,
902,14656,李某某,女,汉族,2002,白-高二(02),中国,城镇,共青团员,2018-2019-1,,,
902,14726,顾某某,女,汉族,2002,白-高二(02),浙江宁波,城镇,共青团员,2018-2019-1,,,
902,14737,金某某,女,汉族,2001,白-高二(02),,城镇,共青团员,2018-2019-1,,,
902,14782,吴某某,女,汉族,2002,白-高二(02),浦江,城镇,共青团员,2018-2019-1,,,
902,14788,殷某某,女,汉族,2002,白-高二(02),江苏省金湖县,城镇,共青团员,2018-2019-1,,,
902,14581,吴某某,女,汉族,2001,白-高二(02),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
902,14460,李某某,女,汉族,,白-高二(02),,城镇,共青团员,2018-2019-1,,,
902,14464,王某某,女,汉族,2001,白-高二(02),宁波市,城镇,共青团员,2018-2019-1,,,
902,14537,王某某,女,汉族,2002,白-高二(02),浙江绍兴,城镇,共青团员,2018-2019-1,,,
903,14712,张某某,男,汉族,2002,白-高二(03),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,308
903,14693,刘某某,男,汉族,2002,白-高二(03),,城镇,共青团员,2018-2019-1,1,,317
903,14715,张某某,男,汉族,2001,白-高二(03),宁波,城镇,共青团员,2018-2019-1,1,,317
903,14630,应某某,男,汉族,2001,白-高二(03),浙江省舟山市,城镇,共青团员,2018-2019-1,1,,319
903,14701,王某某,男,汉族,2001,白-高二(03),浙江奉化,城镇,共青团员,2018-2019-1,1,,319
903,14569,苏某某,男,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,,,
903,14589,张某某,男,汉族,2002,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14612,纪某某,男,汉族,2002,白-高二(03),余姚,城镇,共青团员,2018-2019-1,,,
903,14625,徐某某,男,汉族,2002,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14626,徐某某,男,汉族,2001,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14627,杨某某,男,汉族,2001,白-高二(03),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
903,14636,朱某某,男,汉族,2002,白-高二(03),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
903,14647,富某某,男,汉族,2001,白-高二(03),浙江海宁,城镇,共青团员,2018-2019-1,,,
903,14659,李某某,男,汉族,2002,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14671,俞某某,男,汉族,,白-高二(03),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
903,14703,吴某某,男,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,,,
903,14707,俞某某,男,汉族,2002,白-高二(03),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
903,14743,阮某某,男,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,,,
903,14753,杨某某,男,汉族,2002,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14762,柴某某,男,汉族,2001,白-高二(03),浙江,城镇,共青团员,2018-2019-1,,,
903,14767,冯某某,男,汉族,2001,白-高二(03),宁波市,城镇,共青团员,2018-2019-1,,,
903,14783,夏某某,男,汉族,2001,白-高二(03),浙江,城镇,共青团员,2018-2019-1,,,
903,14786,叶某某,男,汉族,2001,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14800,朱某某,男,汉族,2002,白-高二(03),浙江宁波,城镇,共青团员,2018-2019-1,,,
903,14801,鲍某某,男,汉族,2001,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14857,刘某某,男,汉族,2002,白-高二(03),山西大同,城镇,共青团员,2018-2019-1,,,
903,14859,刘某某,男,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,,,
903,14863,史某某,男,汉族,2001,白-高二(03),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
903,14480,陈某某,男,汉族,2001,白-高二(03),浙江省象山县,城镇,共青团员,2018-2019-1,,,
903,14495,陆某某,男,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,,,
903,14497,施某某,男,汉族,2001,白-高二(03),奉化,城镇,少先队员,2018-2019-1,,,
903,14546,俞某某,男,汉族,2002,白-高二(03),绍兴,城镇,共青团员,2018-2019-1,,1,
903,14736,黄某某,女,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,1,,607
903,14856,李某某,女,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,1,,618
903,14542,徐某某,女,汉族,2002,白-高二(03),浙江余姚,城镇,共青团员,2018-2019-1,1,,618
903,14554,周某某,女,汉族,2002,白-高二(03),浙江江山,城镇,共青团员,2018-2019-1,,,
903,14591,张某某,女,汉族,2001,白-高二(03),浙江舟山,城镇,共青团员,2018-2019-1,,,
903,14616,励某某,女,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,,,
903,14622,邵某某,女,汉族,2002,白-高二(03),浙江省舟山市,城镇,共青团员,2018-2019-1,,,
903,14760,包某某,女,汉族,2002,白-高二(03),宁波海曙,城镇,共青团员,2018-2019-1,,,
903,14791,张某某,女,汉族,2002,白-高二(03),浙江宁波,城镇,共青团员,2018-2019-1,,,
903,14513,沈某某,女,汉族,2001,白-高二(03),宁波,城镇,共青团员,2018-2019-1,,,
903,14456,胡某某,女,汉族,2001,白-高二(03),浙江宁波,城镇,共青团员,2018-2019-1,,,
903,14477,朱某某,女,汉族,,白-高二(03),,城镇,共青团员,2018-2019-1,,,
904,14666,王某某,男,汉族,2002,白-高二(04),浙江宁波,城镇,共青团员,2018-2019-1,1,,306
904,14771,廖某某,男,汉族,2001,白-高二(04),广西,城镇,共青团员,2018-2019-1,1,,306
904,14869,徐某某,男,汉族,2002,白-高二(04),江西,城镇,共青团员,2018-2019-1,1,,306
904,14714,张某某,男,汉族,2002,白-高二(04),江西省九江市,城镇,共青团员,2018-2019-1,1,,314
904,14825,戚某某,男,汉族,2002,白-高二(04),江苏高邮,城镇,一般,2018-2019-1,1,,314
904,14702,魏某某,男,汉族,2002,白-高二(04),浙江省余姚市,城镇,共青团员,2018-2019-1,1,,317
904,14563,刘某某,男,汉族,2002,白-高二(04),湖南省湘乡市,城镇,共青团员,2018-2019-1,,,
904,14592,赵某某,男,汉族,2002,白-高二(04),宁波市镇海区,城镇,共青团员,2018-2019-1,,,
904,14629,叶某某,男,汉族,2002,白-高二(04),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
904,14631,余某某,男,汉族,2002,白-高二(04),浙江奉化,城镇,共青团员,2018-2019-1,,,
904,14634,赵某某,男,汉族,2002,白-高二(04),舟山定海,城镇,共青团员,2018-2019-1,,,
904,14681,丁某某,男,汉族,2002,白-高二(04),江苏省如皋市,城镇,共青团员,2018-2019-1,,,
904,14687,黄某某,男,汉族,2002,白-高二(04),宁波,城镇,共青团员,2018-2019-1,,,
904,14700,王某某,男,汉族,2002,白-高二(04),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
904,14708,袁某某,男,汉族,2002,白-高二(04),宁波,城镇,共青团员,2018-2019-1,,,
904,14848,高某某,男,汉族,2002,白-高二(04),北京朝阳区,城镇,共青团员,2018-2019-1,,,
904,14874,杨某某,男,汉族,,白-高二(04),,城镇,共青团员,2018-2019-1,,,
904,14880,周某某,男,汉族,2002,白-高二(04),,城镇,共青团员,2018-2019-1,,,
904,14529,孙某某,男,汉族,2002,白-高二(04),宁波,城镇,共青团员,2018-2019-1,,,
904,15008,陈某某,男,汉族,2001,白-高二(04),浙江,城镇,共青团员,2018-2019-1,,,
904,14802,陈某某,男,汉族,2001,白-高二(04),浙江宁波,城镇,共青团员,2018-2019-1,,1,
904,14837,张某某,女,汉族,2002,白-高二(04),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,613
904,14541,夏某某,女,汉族,2002,白-高二(04),浙江宁波,城镇,共青团员,2018-2019-1,1,,613
904,14559,董某某,女,汉族,2002,白-高二(04),宁波,城镇,共青团员,2018-2019-1,1,,617
904,14699,汪某某,女,汉族,2001,白-高二(04),浙江省奉化市,城镇,共青团员,2018-2019-1,1,,617
904,14875,杨某某,女,汉族,2002,白-高二(04),山东省济宁市,城镇,共青团员,2018-2019-1,1,,617
904,14550,张某某,女,汉族,2001,白-高二(04),浙江宁波,城镇,共青团员,2018-2019-1,,,
904,14614,李某某,女,汉族,2002,白-高二(04),浙江宁波,城镇,共青团员,2018-2019-1,,,
904,14638,朱某某,女,汉族,2002,白-高二(04),,城镇,共青团员,2018-2019-1,,,
904,14639,陈某某,女,汉族,2002,白-高二(04),建德,城镇,共青团员,2018-2019-1,,,
904,14690,李某某,女,汉族,2001,白-高二(04),浙江省富阳市,城镇,共青团员,2018-2019-1,,,
904,14704,徐某某,女,汉族,,白-高二(04),宁波市江东区,城镇,共青团员,2018-2019-1,,,
904,14729,郭某某,女,汉族,2002,白-高二(04),浙江宁波,城镇,共青团员,2018-2019-1,,,
904,14746,王某某,女,汉族,2001,白-高二(04),宁波市鄞州区,城镇,共青团员,2018-2019-1,,,
904,14759,竺某某,女,汉族,2002,白-高二(04),宁波,城镇,共青团员,2018-2019-1,,,
904,14766,仇某某,女,汉族,2001,白-高二(04),浙江宁波,城镇,共青团员,2018-2019-1,,,
904,14773,邵某某,女,汉族,,白-高二(04),,城镇,共青团员,2018-2019-1,,,
904,14777,盛某某,女,汉族,2002,白-高二(04),宁波,城镇,共青团员,2018-2019-1,,,
904,14792,张某某,女,汉族,2002,白-高二(04),浙江黄岩,城镇,共青团员,2018-2019-1,,,
904,14796,张某某,女,汉族,2001,白-高二(04),浙江省慈溪市,城镇,共青团员,2018-2019-1,,,
904,14803,陈某某,女,汉族,,白-高二(04),,城镇,共青团员,2018-2019-1,,,
904,14819,林某某,女,汉族,2001,白-高二(04),汉,城镇,共青团员,2018-2019-1,,,
904,15005,郑某某,女,汉族,2002,白-高二(04),浙江宁波,城镇,一般,2018-2019-1,,,
904,15006,周某某,女,汉族,2002,白-高二(04),浙江奉化,城镇,共青团员,2018-2019-1,,,
905,14843,陈某某,男,汉族,2002,白-高二(05),宁波市江北区,城镇,共青团员,2018-2019-1,1,,302
905,14868,吴某某,男,汉族,2002,白-高二(05),河南省光山县,城镇,共青团员,2018-2019-1,1,,302
905,14613,金某某,男,汉族,2002,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,1,,304
905,14552,郑某某,男,汉族,2001,白-高二(05),汉,城镇,共青团员,2018-2019-1,1,,310
905,14811,郝某某,男,汉族,2002,白-高二(05),河北石家庄,城镇,共青团员,2018-2019-1,1,,310
905,14596,竺某某,男,汉族,2001,白-高二(05),浙江省奉化市,城镇,共青团员,2018-2019-1,1,,312
905,14866,王某某,男,汉族,2002,白-高二(05),江西省赣州市,城镇,共青团员,2018-2019-1,1,,312
905,14617,林某某,男,汉族,,白-高二(05),,城镇,共青团员,2018-2019-1,,,
905,14650,胡某某,男,汉族,2002,白-高二(05),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
905,14662,孙某某,男,汉族,2002,白-高二(05),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
905,14684,顾某某,男,汉族,2001,白-高二(05),浙江省象山县,城镇,共青团员,2018-2019-1,,,
905,14698,钱某某,男,汉族,2002,白-高二(05),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
905,14723,笪某某,男,汉族,2002,白-高二(05),浙江新昌,城镇,共青团员,2018-2019-1,,,
905,14731,何某某,男,汉族,2002,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,,,
905,14755,张某某,男,汉族,2002,白-高二(05),河南省,城镇,共青团员,2018-2019-1,,,
905,14775,沈某某,男,汉族,2002,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,,,
905,14779,孙某某,男,汉族,2002,白-高二(05),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
905,14785,许某某,男,汉族,2002,白-高二(05),浙江省绍兴市,城镇,共青团员,2018-2019-1,,,
905,14882,左某某,男,汉族,,白-高二(05),,城镇,共青团员,2018-2019-1,,,
905,14514,毕某某,男,汉族,2001,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,,,
905,14527,邵某某,男,汉族,2001,白-高二(05),浙甬,城镇,共青团员,2018-2019-1,,,
905,14566,马某某,男,汉族,2001,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,,1,
905,14568,舒某某,女,汉族,2001,白-高二(05),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,603
905,14718,朱某某,女,汉族,2002,白-高二(05),浙江省浦江,城镇,共青团员,2018-2019-1,1,,603
905,14808,傅某某,女,汉族,2002,白-高二(05),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,603
905,14867,王某某,女,汉族,2001,白-高二(05),,城镇,共青团员,2018-2019-1,1,,606
905,14574,汪某某,女,汉族,2002,白-高二(05),黑龙江省阿城,城镇,共青团员,2018-2019-1,1,,615
905,14600,陈某某,女,汉族,2002,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,1,,615
905,14594,郑某某,女,汉族,2001,白-高二(05),浙江缙云,城镇,共青团员,2018-2019-1,1,,618
905,14694,刘某某,女,汉族,2001,白-高二(05),宁波市鄞州区,城镇,共青团员,2018-2019-1,1,,618
905,14572,唐某某,女,汉族,2001,白-高二(05),浙江省富阳,城镇,共青团员,2018-2019-1,,,
905,14580,乌某某,女,汉族,2002,白-高二(05),浙江省鄞州区,城镇,共青团员,2018-2019-1,,,
905,14705,杨某某,女,汉族,2002,白-高二(05),宁波,城镇,共青团员,2018-2019-1,,,
905,14721,陈某某,女,汉族,2002,白-高二(05),宁波,城镇,共青团员,2018-2019-1,,,
905,14745,石某某,女,汉族,2001,白-高二(05),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
905,14748,王某某,女,汉族,2001,白-高二(05),山西省临猗县,城镇,共青团员,2018-2019-1,,,
905,14770,蒋某某,女,汉族,2002,白-高二(05),,城镇,共青团员,2018-2019-1,,,
905,14816,李某某,女,汉族,2002,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,,,
905,14828,孙某某,女,汉族,2002,白-高二(05),宁波海曙,城镇,共青团员,2018-2019-1,,,
905,14831,王某某,女,汉族,2001,白-高二(05),中国浙江省,城镇,共青团员,2018-2019-1,,,
905,14841,周某某,女,汉族,2002,白-高二(05),宁波,城镇,共青团员,2018-2019-1,,,
905,14515,陈某某,女,汉族,2001,白-高二(05),浙江宁波,城镇,共青团员,2018-2019-1,,,
905,14519,胡某某,女,汉族,2001,白-高二(05),江西省鄱阳县,城镇,共青团员,2018-2019-1,,,
906,14805,陈某某,男,汉族,2002,白-高二(06),台州椒江区,城镇,共青团员,2018-2019-1,1,,310
906,14853,李某某,男,汉族,,白-高二(06),,城镇,共青团员,2018-2019-1,1,,312
906,14608,洪某某,男,汉族,2001,白-高二(06),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
906,14621,陆某某,男,汉族,,白-高二(06),,城镇,共青团员,2018-2019-1,,,
906,14635,周某某,男,汉族,2002,白-高二(06),江苏吴江,城镇,少先队员,2018-2019-1,,,
906,14641,陈某某,男,汉族,2001,白-高二(06),浙江省新昌县,城镇,共青团员,2018-2019-1,,,
906,14649,何某某,男,汉族,2002,白-高二(06),浙江宁波,城镇,共青团员,2018-2019-1,,,
906,14657,李某某,男, 土家族,2001,白-高二(06),湖南,城镇,共青团员,2018-2019-1,,,
906,14709,张某某,男,汉族,2001,白-高二(06),奉化,城镇,共青团员,2018-2019-1,,,
906,14744,沈某某,男,汉族,2001,白-高二(06),汉族,城镇,共青团员,2018-2019-1,,,
906,14747,王某某,男,汉族,,白-高二(06),,城镇,共青团员,2018-2019-1,,,
906,14754,袁某某,男,汉族,2002,白-高二(06),宁波市,城镇,共青团员,2018-2019-1,,,
906,14757,周某某,男,汉族,2001,白-高二(06),,城镇,共青团员,2018-2019-1,,,
906,14809,谷某某,男,汉族,2002,白-高二(06),浙江省长兴县,城镇,共青团员,2018-2019-1,,,
906,14879,赵某某,男,汉族,2001,白-高二(06),宁波,城镇,共青团员,2018-2019-1,,,
906,14530,孙某某,男,汉族,2001,白-高二(06),,城镇,共青团员,2018-2019-1,,,
906,14531,孙某某,男,汉族,2002,白-高二(06),宁波,城镇,共青团员,2018-2019-1,,,
906,14824,潘某某,女,汉族,2002,白-高二(06),宁波,城镇,共青团员,2018-2019-1,1,,602
906,14862,沈某某,女,汉族,2002,白-高二(06),中国,城镇,共青团员,2018-2019-1,1,,602
906,14517,丁某某,女,汉族,2002,白-高二(06),河南商城,城镇,共青团员,2018-2019-1,1,,602
906,14685,胡某某,女,汉族,2001,白-高二(06),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,606
906,14877,张某某,女,汉族,,白-高二(06),,城镇,共青团员,2018-2019-1,1,,606
906,14528,史某某,女,汉族,2001,白-高二(06),浙江省象山县,城镇,共青团员,2018-2019-1,1,,606
906,14845,方某某,女,汉族,2002,白-高二(06),浙江,城镇,共青团员,2018-2019-1,1,,611
906,14851,胡某某,女,汉族,2001,白-高二(06),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,611
906,14673,张某某,女,苗族,2002,白-高二(06),湖南怀化,城镇,共青团员,2018-2019-1,1,,614
906,14696,陆某某,女,汉族,2002,白-高二(06),浙江省余姚市,城镇,共青团员,2018-2019-1,1,,614
906,14599,陈某某,女,汉族,2002,白-高二(06),浙江省天台县,城镇,共青团员,2018-2019-1,,,
906,14602,陈某某,女,汉族,2002,白-高二(06),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
906,14605,方某某,女,汉族,2002,白-高二(06),湖北省英山县,城镇,共青团员,2018-2019-1,,,
906,14607,葛某某,女,汉族,2001,白-高二(06),宁波,城镇,共青团员,2018-2019-1,,,
906,14615,李某某,女,汉族,2002,白-高二(06),宁波市江东区,城镇,共青团员,2018-2019-1,,,
906,14652,黄某某,女,汉族,2002,白-高二(06),山东,城镇,共青团员,2018-2019-1,,,
906,14675,张某某,女,汉族,2001,白-高二(06),浙江宁波,城镇,共青团员,2018-2019-1,,,
906,14730,何某某,女,汉族,,白-高二(06),,城镇,共青团员,2018-2019-1,,,
906,14742,戚某某,女,汉族,2002,白-高二(06),浙江宁波,城镇,共青团员,2018-2019-1,,,
906,14752,严某某,女,汉族,,白-高二(06),,城镇,共青团员,2018-2019-1,,,
906,14778,孙某某,女,汉族,2002,白-高二(06),宁波慈溪,城镇,共青团员,2018-2019-1,,,
906,14820,林某某,女,汉族,2002,白-高二(06),浙江宁波,城镇,共青团员,2018-2019-1,,,
906,15002,习某某,女,汉族,2002,白-高二(06),江西省新余市,城镇,一般,2018-2019-1,,,
906,14521,蒋某某,女,汉族,2002,白-高二(06),江西上饶,城镇,共青团员,2018-2019-1,,,
906,14532,孙某某,女,汉族,2002,白-高二(06),汉,城镇,共青团员,2018-2019-1,,,
906,14533,汤某某,女,汉族,2002,白-高二(06),江苏淮安,城镇,一般,2018-2019-1,,,
906,14540,夏某某,女,汉族,2002,白-高二(06),浙江奉化,城镇,共青团员,2018-2019-1,,,
906,15004,邵某某,女,汉族,2001,白-高二(06),宁波,城镇,共青团员,2018-2019-1,,,
907,14575,王某某,男,汉族,2002,白-高二(07),宁波,城镇,共青团员,2018-2019-1,1,,304
